Player,id
Bill Dinwiddie,dinwibi01
Spencer Dinwiddie,dinwisp01
Ike Diogu,dioguik01
DeSagana Diop,diopde01
Terry Dischinger,dischte01
Fred Diute,diutefr01
Vlade Divac,divacvl01
Juan Dixon,dixonju01
Aleksandar Djordjevic,djordal01
Earl Dodd,doddea01
Michael Doleac,doleami01
Joe Dolhon,dolhojo01
Bob Doll,dollbo01
James Donaldson,donalja01
Bob Donham,donhabo01
Billy Donovan,donovbi01
Harry Donovan,donovha01
Keyon Dooling,doolike01
Jacky Dorsey,dorseja01
Joey Dorsey,dorsejo01
Ron Dorsey,dorsero01
Tyler Dorsey,dorsety01
Damyean Dotson,dotsoda01
Quincy Douby,doubyqu01
Bruce Douglas,douglbr01
John Douglas,dougljo01
Leon Douglas,douglle01
Sherman Douglas,douglsh01
Toney Douglas,douglto01
Chris Douglas-Roberts,douglch01
Sonny Dove,doveso01
Jerry Dover,doverje01
Zabian Dowdell,dowdeza01
Bill Downey,downebi01
Steve Downing,downist01
Danny Doyle,doyleda01
Milton Doyle,doylemi01
Terry Dozier,doziete01
Goran Dragic,dragigo01
Zoran Dragic,dragizo01
Greg Dreiling,dreilgr01
Bryce Drew,drewbr01
John Drew,drewjo01
Larry Drew,drewla01
Larry Drew,drewla02
Clyde Drexler,drexlcl01
Nate Driggers,driggna01
Terry Driscoll,driscte01
Predrag Drobnjak,drobnpr01
Ralph Drollinger,drollra01
Andre Drummond,drumman01
Dick Duckett,duckedi01
Kevin Duckworth,duckwke01
Charles Dudley,dudlech01
Chris Dudley,dudlech02
Jared Dudley,dudleja01
Terry Duerod,duerote01
Bob Duffy,duffybo01
Bob Duffy,duffybo02
Chris Duhon,duhonch01
Duje Dukan,dukandu01
Walter Dukes,dukeswa01
Joe Dumars,dumarjo01
Rich Dumas,dumasri01
Richard Dumas,dumasri02
Tony Dumas,dumasto01
Andy Duncan,duncaan01
Tim Duncan,duncati01
Mike Dunleavy,dunlemi01
Mike Dunleavy,dunlemi02
Kris Dunn,dunnkr01
Pat Dunn,dunnpa01
T.R. Dunn,dunntr01
Ronald Dupree,duprero01
Kevin Durant,duranke01
John Duren,durenjo01
Jarrett Durham,durhaja01
Pat Durham,durhapa01
Devin Durrant,durrade01
Ken Durrett,durreke01
Dennis DuVal,duvalde01
Jack Dwan,dwanja01
Craig Dykema,dykemcr01
Gene Dyker,dykerge01
Jerome Dyson,dysonje01
Ledell Eackles,eacklle01
Jim Eakins,eakinji01
Acie Earl,earlac01
Ed Earle,earleed01
Cleanthony Early,earlycl01
Penny Early,earlype01
Mark Eaton,eatonma01
Jerry Eaves,eavesje01
Devin Ebanks,ebankde01
Bill Ebben,ebbenbi01
Al Eberhard,eberhal01
Ndudi Ebi,ebind01
Roy Ebron,ebronro01
Jarell Eddie,eddieja01
Patrick Eddie,eddiepa01
Dike Eddleman,eddledi01
Kenton Edelin,edelike01
Charles Edge,edgech01
Bobby Edmonds,edmonbo01
Keith Edmonson,edmonke01
Tyus Edney,edneyty01
Bill Edwards,edwarbi01
Blue Edwards,edwarbl01
Corsley Edwards,edwarco01
Doug Edwards,edwardo01
Franklin Edwards,edwarfr01
James Edwards,edwarja01
Jay Edwards,edwarja02
John Edwards,edwarjo01
Kevin Edwards,edwarke01
Shane Edwards,edwarsh01
Johnny Egan,eganjo01
Lonnie Eggleston,egglelo01
Bulbs Ehlers,ehlerbu01
Craig Ehlo,ehlocr01
Rich Eichhorst,eichhdi01
Howard Eisley,eisleho01
Obinna Ekezie,ekeziob01
Khalid El-Amin,elamikh01
Don Eliason,eliasdo01
Mario Elie,eliema01
Ray Ellefson,ellefra01
Henry Ellenson,ellenhe01
Wayne Ellington,ellinwa01
Bob Elliott,elliobo01
Sean Elliott,elliose01
Bo Ellis,ellisbo02
Boo Ellis,ellisbo01
Dale Ellis,ellisda01
Harold Ellis,ellisha01
Joe Ellis,ellisjo01
LaPhonso Ellis,ellisla01
LeRon Ellis,ellisle02
Leroy Ellis,ellisle01
Monta Ellis,ellismo01
Pervis Ellison,ellispe01
Len Elmore,elmorle01
Francisco Elson,elsonfr01
Darrell Elston,elstoda01
Melvin Ely,elyme01
Joel Embiid,embiijo01
Wayne Embry,embrywa01
Andre Emmett,emmetan01
Ned Endress,endrene01
Chris Engler,englech01
Wayne Englestad,englewa01
A.J. English,engliaj01
Alex English,englial01
Claude English,englicl01
Jo Jo English,englijo01
Kim English,engliki01
Scott English,englisc01
Gene Englund,engluge01
James Ennis,ennisja01
Tyler Ennis,ennisty01
Ray Epps,eppsra01
Semih Erden,erdense01
Bo Erias,eriasbo01
Keith Erickson,erickke01
Julius Erving,ervinju01
Evan Eschmeyer,eschmev01
Jack Eskridge,eskrija01
Vincenzo Esposito,esposvi01
Billy Evans,evansbi01
Bob Evans,evansbo01
Brian Evans,evansbr01
Earl Evans,evansea01
Jawun Evans,evansja01
Jeremy Evans,evansje01
Maurice Evans,evansma01
Mike Evans,evansmi01
Reggie Evans,evansre01
Tyreke Evans,evansty01
Daniel Ewing,ewingda01
Patrick Ewing,ewingpa01
Patrick Ewing,ewingpa02
Dante Exum,exumda01
Christian Eyenga,eyengch01
Festus Ezeli,ezelife01
Johnny Ezersky,ezersjo01
Joe Fabel,fabeljo01
John Fairchild,faircjo01
Phil Farbman,farbmph01
Kenneth Faried,farieke01
Dick Farley,farledi01
Jordan Farmar,farmajo01
Desmon Farmer,farmede01
Jim Farmer,farmeji01
Mike Farmer,farmemi01
Tony Farmer,farmeto01
Bob Faught,faughbo01
Vitor Faverani,favervi01
Derrick Favors,favorde01
Nick Fazekas,fazekni01
Dave Fedor,fedorda01
Bob Feerick,feeribo01
Butch Feher,feherbu01
Jamie Feick,feickja01
Ron Feiereisel,feierro01
George Feigenbaum,feigege01
Dave Feitl,feitlda01
Kay Felder,feldeka01
Cristiano Felicio,feliccr01
Carrick Felix,felixca01
Noel Felix,felixno01
Ray Felix,felixra01
Raymond Felton,feltora01
Jake Fendley,fendlja01
Warren Fenley,fenlewa01
Desmond Ferguson,fergude01
Terrance Ferguson,fergute01
Rudy Fernandez,fernaru01
Eric Fernsten,fernser01
Al Ferrari,ferraal01
Rolando Ferreira,ferrero01
Duane Ferrell,ferredu01
Yogi Ferrell,ferreyo01
Arnie Ferrin,ferriar01
Bob Ferry,ferrybo01
Danny Ferry,ferryda01
Kyrylo Fesenko,fesenky01
Bobby Fields,fieldbo01
Kenny Fields,fieldke01
Landry Fields,fieldla01
Ron Filipek,filipro01
Greg Fillmore,fillmgr01
Larry Finch,finchla01
Hank Finkel,finkeha01
Michael Finley,finlemi01
Danny Finn,finnda01
Dorian Finney-Smith,finnedo01
Matt Fish,fishma01
Derek Fisher,fishede01
Richard Fisher,fisheri01
Gerald Fitch,fitchge01
Bob Fitzgerald,fitzgbo01
Dick Fitzgerald,fitzgdi01
Marcus Fizer,fizerma01
Jerry Fleishman,fleisje01
Al Fleming,flemial01
Ed Fleming,flemied01
Vern Fleming,flemive01
Luis Flores,florelu01
Bruce Flowers,flowebr01
Sleepy Floyd,floydsl01
Jonny Flynn,flynnjo01
Mike Flynn,flynnmi01
Larry Fogle,foglela01
Jack Foley,foleyja01
Isaac Fontaine,fontais01
Levi Fontaine,fontale01
Jeff Foote,footeje01
Bryn Forbes,forbebr01
Gary Forbes,forbega01
Alphonso Ford,fordal01
Alton Ford,fordal02
Bob Ford,fordbo01
Chris Ford,fordch01
Don Ford,forddo01
Jake Ford,fordja01
Phil Ford,fordph01
Sharrod Ford,fordsh02
Sherell Ford,fordsh01
T.J. Ford,fordtj01
Donnie Forman,formado01
Bayard Forrest,forreba01
Joseph Forte,fortejo01
Courtney Fortson,fortsco01
Danny Fortson,fortsda01
Fred Foster,fostefr01
Greg Foster,fostegr01
Jeff Foster,fosteje01
Jimmy Foster,fosteja01
Rod Foster,fostero01
Antonis Fotsis,fotsian01
Evan Fournier,fournev01
Larry Foust,foustla01
Calvin Fowler,fowleca01
Jerry Fowler,fowleje01
Tremaine Fowlkes,fowlktr01
De'Aaron Fox,foxde01
Harold Fox,foxha01
Jim Fox,foxji01
Rick Fox,foxri01
Randy Foye,foyera01
Adonal Foyle,foylead01
Richie Frahm,frahmri01
Steve Francis,francst01
Tellis Frank,frankte01
Nat Frankel,frankna01
Jamaal Franklin,frankja01
William Franklin,frankwi01
Ronald Franz,franzro01
Tim Frazier,fraziti01
Walt Frazier,fraziwa01
Will Frazier,fraziwi01
Anthony Frederick,fredean01
Jimmer Fredette,fredeji01
World B. Free,freewo01
Joel Freeland,freeljo01
Donnie Freeman,freemdo01
Gary Freeman,freemga01
Rod Freeman,freemro01
Matt Freije,freijma01
Frido Frey,freyfr01
Larry Friend,frienla01
Pat Frink,frinkpa01
Jim Fritsche,fritsji01
Channing Frye,fryech01
Bernie Fryer,fryerbe01
Frank Fucarino,fucarfr01
Herm Fuetsch,fuetshe01
Joe Fulks,fulksjo01
Carl Fuller,fulleca01
Hiram Fuller,fullehi01
Todd Fuller,fulleto02
Tony Fuller,fulleto01
Markelle Fultz,fultzma01
Lawrence Funderburke,fundela01
Terry Furlow,furlote01
Bill Gabor,gaborbi01
Dan Gadzuric,gadzuda01
Deng Gai,gaide01
Elmer Gainer,gaineel01
Bill Gaines,gainebi01
Corey Gaines,gaineco01
David Gaines,gaineda01
Reece Gaines,gainere01
Sundiata Gaines,gainesu01
Mike Gale,galemi01
Chad Gallagher,gallach01
Harry Gallatin,gallaha01
Danilo Gallinari,gallida01
Langston Galloway,gallola01
Dave Gambee,gambeda01
Kevin Gamble,gamblke01
Bob Gantt,ganttbo01
Jorge Garbajosa,garbajo01
Ruben Garces,garceru01
Alex Garcia,garcial01
Francisco Garcia,garcifr01
Chuck Gardner,gardnch01
Earl Gardner,gardnea01
Kenneth Gardner,gardnke01
Thomas Gardner,gardnth01
Vern Gardner,gardnve01
Jack Garfinkel,garfija01
Patricio Garino,garinpa01
Gary Garland,garlaga01
Winston Garland,garlawi01
Dick Garmaker,garmadi01
Bill Garner,garnebi01
Chris Garner,garnech01
Bill Garnett,garnebi02
Kevin Garnett,garneke01
Marlon Garnett,garnema01
Calvin Garrett,garreca01
Dean Garrett,garrede01
Diante Garrett,garredi02
Dick Garrett,garredi01
Rowland Garrett,garrero01
Tom Garrick,garrito01
John Garris,garrijo01
Kiwane Garris,garriki01
Pat Garrity,garripa01
Jim Garvin,garviji01
Marc Gasol,gasolma01
Pau Gasol,gasolpa01
Frank Gates,gatesfr01
Chris Gatling,gatlich01
Kenny Gattison,gattike01
Rudy Gay,gayru01
Ed Gayda,gaydaed01
Andrew Gaze,gazean01
Michael Gbinije,gbinimi01
Reggie Geary,gearyre01
Alonzo Gee,geeal01
Matt Geiger,geigema01
Mickael Gelabale,gelabmi01
Devean George,georgde01
Jack George,georgja01
Paul George,georgpa01
Tate George,georgta01
Marcus Georges-Hunt,georgma01
Gus Gerard,gerargu01
Derrick Gervin,gervide01
George Gervin,gervige01
Gorham Getchell,getchgo01
John Gianelli,gianejo01
Dick Gibbs,gibbsdi01
Daniel Gibson,gibsoda01
Dee Gibson,gibsode01
Hoot Gibson,gibsoho01
Jonathan Gibson,gibsojo01
Mel Gibson,gibsome01
Mike Gibson,gibsomi01
Taj Gibson,gibsota01
J.R. Giddens,giddejr01
Trey Gilder,gildetr01
Eddie Gill,gilled01
Kendall Gill,gillke01
Ben Gillery,gillebe01
Jack Gillespie,gilleja01
Gene Gillette,gillege01
Armen Gilliam,gilliar01
Herm Gilliam,gillihe01
Artis Gilmore,gilmoar01
Walt Gilmore,gilmowa01
Chuck Gilmur,gilmuch01
Manu Ginobili,ginobma01
Gordan Giricek,giricgo01
Jack Givens,givenja01
Mickell Gladness,gladnmi01
George Glamack,glamage01
Gerald Glass,glassge01
Mike Glenn,glennmi01
Normie Glick,glickno01
Georgi Glouchkov,gloucge01
Clarence Glover,glovecl01
Dion Glover,glovedi01
Andreas Glyniadakis,glynian01
Mike Gminski,gminsmi01
Rudy Gobert,goberru01
Dan Godfread,godfrda01
Tom Gola,golato01
Ben Goldfaden,goldfbe01
Anthony Goldwire,goldwan01
Ryan Gomes,gomesry01
Glen Gondrezick,gondrgl01
Grant Gondrezick,gondrgr01
Drew Gooden,goodedr01
Gail Goodrich,goodrga01
Steve Goodrich,goodrst01
Archie Goodwin,goodwar01
Pop Goodwin,goodwpo01
Aaron Gordon,gordoaa01
Ben Gordon,gordobe01
Drew Gordon,gordodr01
Eric Gordon,gordoer01
Lancaster Gordon,gordola01
Paul Gordon,gordopa01
Marcin Gortat,gortama01
Leo Gottlieb,gottlle01
Andrew Goudelock,goudean01
Gerald Govan,govange01
Bato Govedarica,govedba01
Joe Graboski,grabojo01
Ricky Grace,graceri01
Calvin Graham,grahaca01
Greg Graham,grahagr01
Joey Graham,grahajo01
Mal Graham,grahama01
Orlando Graham,grahaor01
Paul Graham,grahapa01
Stephen Graham,grahast01
Treveon Graham,grahatr01
Jim Grandholm,grandji01
Ron Grandison,grandro01
Danny Granger,grangda01
Stewart Granger,grangst01
Brian Grant,grantbr01
Bud Grant,grantbu01
Gary Grant,grantga01
Greg Grant,grantgr01
Harvey Grant,grantha01
Horace Grant,grantho01
Jerami Grant,grantje01
Jerian Grant,grantje02
Josh Grant,grantjo01
Paul Grant,grantpa01
Travis Grant,granttr01
Don Grate,gratedo01
Butch Graves,gravebu01
Aaron Gray,grayaa01
Devin Gray,grayde01
Ed Gray,grayed01
Evric Gray,grayev01
Gary Gray,grayga01
Leonard Gray,grayle01
Stuart Gray,grayst01
Sylvester Gray,graysy01
Wyndol Gray,graywy01
Jeff Grayer,grayeje01
Bob Greacen,greacbo01
A.C. Green,greenac01
Danny Green,greenda02
Devin Green,greende01
Draymond Green,greendr01
Erick Green,greener01
Gerald Green,greenge01
JaMychal Green,greenja01
Jeff Green,greenje02
Johnny Green,greenjo01
Ken Green,greenke01
Kenny Green,greenke02
Lamar Green,greenla01
Litterial Green,greenli01
Luther Green,greenlu01
Mike Green,greenmi01
Rickey Green,greenri01
Sean Green,greense01
Si Green,greensi01
Sidney Green,greensi02
Steve Green,greenst01
Taurean Green,greenta01
Tommie Green,greento01
Willie Green,greenwi01
Donte Greene,greendo01
Orien Greene,greenor01
Jerry Greenspan,greenje01
Dave Greenwood,greenda01
Hal Greer,greerha01
Lynn Greer,greerly01
Gary Gregor,gregoga01
Claude Gregory,gregocl01
John Greig,greigjo01
Norm Grekin,grekino01
Kevin Grevey,greveke01
Dennis Grey,greyde01
Adrian Griffin,griffad01
Blake Griffin,griffbl01
Eddie Griffin,griffed01
Greg Griffin,griffgr01
Paul Griffin,griffpa01
Taylor Griffin,griffta01
Darrell Griffith,griffda01
Chuck Grigsby,grigsch01
Derek Grimm,grimmde01
Woody Grimshaw,grimswo01
Dick Groat,groatdi01
Bob Gross,grossbo01
Mike Grosso,grossmi01
Jerry Grote,groteje01
Alex Groza,grozaal01
Dick Grubar,grubadi01
Anthony Grundy,grundan01
Ernie Grunfeld,grunfer01
Gene Guarilia,guarige01
Petur Gudmundsson,gudmupe01
Richie Guerin,gueriri01
Tom Gugliotta,guglito01
Andres Guibert,guibean01
Jay Guidinger,guidija01
Coulby Gunther,gunthco01
Dave Gunther,gunthda01
Al Guokas,guokaal01
Matt Guokas,guokama01
Matt Guokas,guokama02
Jorge Gutierrez,gutiejo01
A.J. Guyton,guytoaj01
Rudy Hackett,hackeru01
Hamed Haddadi,haddaha01
Jim Hadnot,hadnoji01
Scott Haffner,haffnsc01
Cliff Hagan,hagancl01
Glenn Hagan,hagangl01
Tom Hagan,haganto01
Robert Hahn,hahnro01
Al Hairston,hairsal01
Happy Hairston,hairsha01
Lindsay Hairston,hairsli01
Malik Hairston,hairsma01
P.J. Hairston,hairspj02
Marcus Haislip,haislma01
Chick Halbert,halbech01
Swede Halbrook,halbrsw01
Bruce Hale,halebr01
Hal Hale,haleha01
Jack Haley,haleyja01
Shaler Halimon,halimsh01
Mike Hall,hallmi01
Jeff Halliburton,hallije01
Darvin Ham,hamda01
Steve Hamer,hamerst01
Dale Hamilton,hamilda01
Daniel Hamilton,hamilda02
Dennis Hamilton,hamilde01
Joe Hamilton,hamiljo01
Jordan Hamilton,hamiljo02
Justin Hamilton,hamilju01
Ralph Hamilton,hamilra01
Richard Hamilton,hamilri01
Roy Hamilton,hamilro01
Steve Hamilton,hamilst01
Tang Hamilton,hamilta01
Thomas Hamilton,hamilth01
Zendon Hamilton,hamilze01
Geert Hammink,hammige01
Julian Hammond,hammoju01
Tom Hammonds,hammoto01
A.J. Hammons,hammoaj01
Joe Hamood,hamoojo01
Darrin Hancock,hancoda01
Ben Handlogten,handlbe01
Cecil Hankins,hankice01
Phil Hankinson,hankiph01
Alex Hannum,hannual01
Don Hanrahan,hanrado01
Rollen Hans,hansro01
Ben Hansbrough,hansbbe01
Tyler Hansbrough,hansbty01
Bob Hansen,hansebo01
Glenn Hansen,hansegl01
Lars Hansen,hansela01
Travis Hansen,hansetr01
Reggie Hanson,hansore01
Bill Hanzlik,hanzlbi01
Luke Harangody,haranlu01
Anfernee Hardaway,hardaan01
Tim Hardaway,hardati01
Tim Hardaway,hardati02
James Harden,hardeja01
Reggie Harding,hardire01
Charlie Hardnett,hardnch01
Alan Hardy,hardyal01
Darrell Hardy,hardyda01
James Hardy,hardyja01
Ira Harge,hargeir01
John Hargis,hargijo01
Maurice Harkless,harklma01
Jerry Harkness,harknje01
Skip Harlicka,harlisk01
Jerome Harmon,harmoje01
Derek Harper,harpede01
Justin Harper,harpeju01
Mike Harper,harpemi01
Ron Harper,harpero01
Matt Harpring,harprma01
Montrezl Harrell,harremo01
Josh Harrellson,harrejo01
Adam Harrington,harriad01
Al Harrington,harrial01
Junior Harrington,harriju01
Othella Harrington,harriot01
Art Harris,harriar01
Bernie Harris,harribe01
Billy Harris,harribi01
Bob Harris,harribo01
Chris Harris,harrich01
Devin Harris,harride01
Elias Harris,harriel01
Gary Harris,harriga01
Joe Harris,harrijo01
Lucious Harris,harrilu01
Manny Harris,harrima01
Mike Harris,harrimi01
Steve Harris,harrist01
Terrel Harris,harrite01
Tobias Harris,harrito02
Tony Harris,harrito01
Aaron Harrison,harriaa01
Andrew Harrison,harrian01
Bob Harrison,harribo02
David Harrison,harrida01
Jason Hart,hartja01
Josh Hart,hartjo01
Antonio Harvey,harvean01
Donnell Harvey,harvedo01
Scott Haskin,haskisc01
Clem Haskins,haskicl01
Udonis Haslem,hasleud01
Trenton Hassell,hassetr01
Billy Hassett,hassebi01
Joe Hassett,hassejo01
Scott Hastings,hastisc01
Kirk Haston,hastoki01
Vern Hatton,hattove01
John Havlicek,havlijo01
Spencer Hawes,hawessp01
Steve Hawes,hawesst01
Bubbles Hawkins,hawkiro01
Connie Hawkins,hawkico01
Hersey Hawkins,hawkihe01
Juaquin Hawkins,hawkiju01
Marshall Hawkins,hawkima01
Michael Hawkins,hawkimi01
Tom Hawkins,hawkito01
Nate Hawthorne,hawthna01
Chuck Hayes,hayesch01
Elvin Hayes,hayesel01
Jarvis Hayes,hayesja01
Jim Hayes,hayesji01
Nigel Hayes,hayesni01
Steve Hayes,hayesst01
Gordon Hayward,haywago01
Lazar Hayward,haywala01
Brendan Haywood,haywobr01
Spencer Haywood,haywosp01
John Hazen,hazenjo01
Walt Hazzard,abdulma01
Luther Head,headlu01
Shane Heal,healsh01
Brian Heaney,heanebr01
Gar Heard,heardga01
Herm Hedderick,heddehe01
Alvin Heggs,heggsal01
Tom Heinsohn,heinsto01
Dick Hemric,hemridi01
Alan Henderson,hendeal01
Cedric Henderson,hendece01
Cedric Henderson,hendece02
Dave Henderson,hendeda01
Gerald Henderson,hendege01
Gerald Henderson,hendege02
J.R. Henderson,hendejr01
Jerome Henderson,hendeje01
Kevin Henderson,hendeke01
Tom Henderson,hendeto01
Mark Hendrickson,hendrma01
Larry Hennessy,hennela01
Don Henriksen,henrido01
Al Henry,henryal01
Bill Henry,henrybi01
Carl Henry,henryca01
Conner Henry,henryco01
Myke Henry,henrymy01
Skeeter Henry,henrysk01
Xavier Henry,henryxa01
John Henson,hensojo01
Steve Henson,hensost01
Charles Hentz,hentzch01
Bill Herman,hermabi01
Kleggie Hermsen,hermskl01
Juan Hernangomez,hernaju01
Willy Hernangomez,hernawi01
Chris Herren,herrech01
Carl Herrera,herreca01
Walter Herrmann,herrmwa01
Keith Herron,herroke01
Sonny Hertzberg,hertzso01
Dan Hester,hesteda01
Fred Hetzel,hetzefr01
Bill Hewitt,hewitbi01
Jack Hewson,hewsoja01
Art Heyman,heymaar01
Mario Hezonja,hezonma01
Roy Hibbert,hibbero01
Nat Hickey,hickena01
Phil Hicks,hicksph01
J.J. Hickson,hicksjj01
Buddy Hield,hieldbu01
Bill Higgins,higgibi01
Cory Higgins,higgico01
Earle Higgins,higgiea01
Mike Higgins,higgimi01
Rod Higgins,higgiro01
Sean Higgins,higgise01
Kenny Higgs,higgske01
Johnny High,highjo01
Wayne Hightower,hightwa01
Nene Hilario,hilarne01
Armond Hill,hillar01
Cleo Hill,hillcl01
Gary Hill,hillga01
George Hill,hillge01
Grant Hill,hillgr01
Jordan Hill,hilljo01
Simmie Hill,hillsi01
Solomon Hill,hillso01
Steven Hill,hillst01
Tyrone Hill,hillty01
Art Hillhouse,hillhar01
Darrun Hilliard,hillida01
Darnell Hillman,hillmda01
Fred Hilton,hiltofr01
Kirk Hinrich,hinriki01
Roy Hinson,hinsoro01
Mel Hirsch,hirscme01
Lew Hitch,hitchle01
Robert Hite,hitero01
Darington Hobson,hobsoda01
Donald Hodge,hodgedo01
Julius Hodge,hodgeju01
Craig Hodges,hodgecr01
Charlie Hoefer,hoefech01
Paul Hoffman,hoffmpa01
Bob Hogsett,hogsebo01
Paul Hogue,hoguedu01
Fred Hoiberg,hoibefr01
Doug Holcomb,holcodo01
Randy Holcomb,holcora01
Jrue Holiday,holidjr01
Justin Holiday,holidju01
Brad Holland,hollabr01
Joe Holland,hollajo01
John Holland,hollajo02
Wilbur Holland,hollawi01
Lionel Hollins,hollili01
Ryan Hollins,holliry01
Essie Hollis,hollies01
Rondae Hollis-Jefferson,holliro01
Dennis Holman,holmade01
Richaun Holmes,holmeri01
Jim Holstein,holstji01
A.W. Holt,holtaw01
Mike Holton,holtomi01
Dick Holub,holubdi01
Joe Holup,holupjo01
Red Holzman,holzmre01
Jerald Honeycutt,honeyje01
Tyler Honeycutt,honeyty01
Derek Hood,hoodde01
Rodney Hood,hoodro01
Bobby Hooper,hoopebo01
Carroll Hooser,hooseca01
Tom Hoover,hooveto01
Bob Hopkins,hopkibo01
Dave Hoppen,hoppeda01
Dennis Hopson,hopsode01
Scotty Hopson,hopsosc01
Johnny Horan,horanjo01
Cedrick Hordges,hordgce01
Al Horford,horfoal01
Tito Horford,horfoti01
Ron Horn,hornro01
Jeff Hornacek,hornaje01
Dennis Horner,hornede01
Robert Horry,horryro01
Ed Horton,hortoed01
Bill Hosket,hoskebi01
Bob Houbregs,houbrbo01
Danuel House,houseda01
Eddie House,houseed01
Allan Houston,houstal01
Byron Houston,houstby01
Tom Hovasse,hovasto01
Brian Howard,howarbr01
Dwight Howard,howardw01
Greg Howard,howargr01
Josh Howard,howarjo01
Juwan Howard,howarju01
Mo Howard,howarmo01
Otis Howard,howarot01
Stephen Howard,howarst01
Bailey Howell,howelba01
Bob Hubbard,hubbabo01
Phil Hubbard,hubbaph01
Lester Hudson,hudsole01
Lou Hudson,hudsolo01
Troy Hudson,hudsotr01
Marcelo Huertas,huertma01
Josh Huestis,huestjo01
Nate Huffman,huffmna01
Alfredrick Hughes,hugheri01
Eddie Hughes,hugheed01
Kim Hughes,hugheki01
Larry Hughes,hughela01
Rick Hughes,hugheri02
Robbie Hummel,hummero01
John Hummer,hummejo01
Ryan Humphrey,humphry01
Jay Humphries,humphja01
Kris Humphries,humphkr01
Hot Rod Hundley,hundlho01
Brandon Hunter,huntebr01
Cedric Hunter,huntece01
Chris Hunter,huntech01
Les Hunter,huntele01
Lindsey Hunter,hunteli01
Othello Hunter,hunteot01
R.J. Hunter,hunterj01
Steven Hunter,huntest01
Vince Hunter,huntevi01
Bobby Hurley,hurlebo01
Roy Hurley,hurlero01
Geoff Huston,hustoge01
Paul Huston,hustopa01
Mel Hutchins,hutchme01
Joe Hutton,huttojo01
Greg Hyder,hydergr01
Marc Iavaroni,iavarma01
Serge Ibaka,ibakase01
Andre Iguodala,iguodan01
Zydrunas Ilgauskas,ilgauzy01
Mile Ilic,ilicmi01
Didier Ilunga-Mbenga,mbengdj01
Ersan Ilyasova,ilyaser01
Darrall Imhoff,imhofda01
Tom Ingelsby,ingelto01
Joe Ingles,inglejo01
Damien Inglis,inglida01
Brandon Ingram,ingrabr01
McCoy Ingram,ingramc01
Ervin Inniger,inniger01
Byron Irvin,irvinby01
George Irvine,irvinge01
Kyrie Irving,irvinky01
Jonathan Isaac,isaacjo01
Dan Issel,isselda01
Mike Iuzzolino,iuzzomi01
Allen Iverson,iversal01
Willie Iverson,iverswi01
Royal Ivey,iveyro01
Elvin Ivory,ivoryel01
Wesley Iwundu,iwundwe01
Warren Jabali,jabalwa01
Jarrett Jack,jackja01
Al Jackson,jacksal01
Bobby Jackson,jacksbo01
Cedric Jackson,jacksce01
Darnell Jackson,jacksda01
Demetrius Jackson,jacksde01
Greg Jackson,jacksgr01
Jaren Jackson,jacksja01
Jermaine Jackson,jacksje01
Jim Jackson,jacksji01
Josh Jackson,jacksjo02
Justin Jackson,jacksju01
Luke Jackson,jackslu01
Luke Jackson,jackslu02
Marc Jackson,jacksma02
Mark Jackson,jacksma01
Mervin Jackson,jacksme01
Michael Jackson,jacksmi02
Mike Jackson,jacksmi01
Myron Jackson,jacksmy01
Phil Jackson,jacksph01
Pierre Jackson,jackspi01
Ralph Jackson,jacksra01
Randell Jackson,jacksra02
Reggie Jackson,jacksre01
Stanley Jackson,jacksst01
Stephen Jackson,jacksst02
Tony Jackson,jacksto01
Tony Jackson,jacksto02
Tracy Jackson,jackstr01
Wardell Jackson,jackswa01
Fred Jacobs,jacobfr01
Casey Jacobsen,jacobca01
Sam Jacobson,jacobsa01
Dave Jamerson,jamerda01
Aaron James,jamesaa01
Bernard James,jamesbe01
Billy James,jamesbi01
Damion James,jamesda01
Gene James,jamesge01
Henry James,jameshe01
Jerome James,jamesje01
LeBron James,jamesle01
Mike James,jamesmi01
Mike James,jamesmi02
Tim James,jamesti01
Antawn Jamison,jamisan01
Harold Jamison,jamisha01
John Janisch,janisjo01
Howie Janotta,janotho01
Marko Jaric,jaricma01
Tony Jaros,jarosto01
Jim Jarvis,jarviji01
Sarunas Jasikevicius,jasiksa01
Nathan Jawai,jawaina01
Buddy Jeannette,jeannbu01
Abdul Jeelani,jeelaab01
Chris Jefferies,jeffech01
Othyus Jeffers,jeffeot01
Al Jefferson,jeffeal01
Cory Jefferson,jeffeco01
Dontell Jefferson,jeffedo01
Richard Jefferson,jefferi01
Jared Jeffries,jeffrja01
Charles Jenkins,jenkich01
Horace Jenkins,jenkiho01
John Jenkins,jenkijo01
Brandon Jennings,jennibr01
Keith Jennings,jennike01
Chris Jent,jentch01
Les Jepsen,jepsele01
Jonas Jerebko,jerebjo01
Grant Jerrett,jerregr01
Eugene Jeter,jetereu01
Hal Jeter,jeterha01
Yi Jianlian,jianlyi01
Britton Johnsen,johnsbr01
Alexander Johnson,johnsal01
Amir Johnson,johnsam01
Andy Johnson,johnsan01
Anthony Johnson,johnsan02
Armon Johnson,johnsar02
Arnie Johnson,johnsar01
Avery Johnson,johnsav01
Brice Johnson,johnsbr02
Buck Johnson,johnsbu01
Carldell Johnson,johnsca01
Charles Johnson,johnsch01
Cheese Johnson,johnsch02
Chris Johnson,johnsch03
Chris Johnson,johnsch04
Clay Johnson,johnscl02
